alpha,sharpe,turnover,fitness,returns,drawdown,margin,longCount,shortCount,weight,sub_univese,universe,delay,decay,neutralization,truncation,score,code
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_60), 120), std=4), 22), densify(market))",1.78,0.0663,1.64,0.1065,0.0578,0.003211,1600,1314,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-269.0,952EZ9V
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_skew_30), 120), std=4), 22), densify(market))",1.11,0.1168,0.78,0.0623,0.0603,0.001067,1427,1465,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-110.0,Ja2PMPj
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_1080), 120), std=4), 22), densify(market))",0.89,0.0518,0.61,0.0589,0.1539,0.002278,1578,1336,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-224.0,662AEnY
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_150), 120), std=4), 22), densify(market))",1.99,0.055,1.94,0.1189,0.0841,0.004325,1787,1127,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-293.0,QRoYYkQ
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_skew_1080), 120), std=4), 22), densify(market))",0.56,0.1081,0.27,0.0299,0.0611,0.000553,1387,1505,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-230.0,Mv20Y7o
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_skew_120), 120), std=4), 22), densify(market))",0.98,0.1078,0.72,0.0672,0.107,0.001246,1363,1529,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-222.0,pbpveo3
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_skew_150), 120), std=4), 22), densify(market))",1.08,0.1073,0.81,0.0699,0.0891,0.001303,1363,1529,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-139.0,XZO9rEa
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_skew_270), 120), std=4), 22), densify(market))",1.05,0.1069,0.76,0.0648,0.1007,0.001213,1364,1528,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-180.0,PLAo9z7
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_skew_20), 120), std=4), 22), densify(market))",1.08,0.1177,0.73,0.057,0.0676,0.000969,1430,1462,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-198.0,amgKMKx
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_skew_720), 120), std=4), 22), densify(market))",0.49,0.1078,0.22,0.026,0.061,0.000482,1392,1500,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-234.0,En26G7P
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_180), 120), std=4), 22), market)",1.94,0.053,1.89,0.1188,0.0909,0.004486,1842,1072,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-293.0,132NwzJ
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_180), 120), std=4), 22), sector)",1.96,0.0527,1.95,0.1234,0.0929,0.00468,1841,1072,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-335.0,132NZxK
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_180), 120), std=4), 22), industry)",1.92,0.0539,1.83,0.113,0.0929,0.004191,1841,1072,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-293.0,q2wLp51
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_180), 120), std=4), 25), densify(market))",1.96,0.0496,1.93,0.1207,0.092,0.00487,1843,1071,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-293.0,3m2ovZN
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_180), 120), std=4), 22), subindustry)",1.82,0.0579,1.51,0.0864,0.0817,0.002984,1698,1147,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-258.0,WrxOZpN
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_180), 120), std=4), 125), densify(market))",1.95,0.0218,1.99,0.1306,0.0841,0.011998,1849,1070,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-261.0,NE2PWv8
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_180), 120), std=4), 63), densify(market))",2.0,0.0282,2.05,0.1308,0.0895,0.009261,1847,1069,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-261.0,amgaMkR
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_180), 120), std=4), 250), densify(market))",1.86,0.0178,1.89,0.129,0.1083,0.014538,1844,1079,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-303.0,Mv265bo
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_180), 120), std=4), 22), densify(market))",1.94,0.053,1.89,0.1188,0.0909,0.004486,1842,1072,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-293.0,En2Qvxm
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_180), 120), std=4), 500), densify(market))",2.12,0.0154,2.24,0.1396,0.0824,0.018148,1831,1096,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-179.0,VQRN06w
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_180), 25), std=4), 22), densify(market))",1.9,0.0543,1.84,0.1172,0.0944,0.004321,1833,1062,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-335.0,132WGVz
"group_zscore(ts_mean(winsorize(ts_backfill((implied_volatility_call_180 / implied_volatility_mean_180), 500), std=4), 22), densify(market))",1.95,0.0526,1.89,0.118,0.0896,0.004488,1850,1076,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-293.0,VQRMM1b
"group_rank((fnd6_lcox / cap), sector)",1.51,0.0166,1.29,0.0906,0.0891,0.010927,1474,1633,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-273.0,dJP99l2
"group_rank((fnd6_lcox / cap), market)",1.57,0.0159,1.38,0.096,0.0839,0.012105,1479,1628,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-269.0,ran91R8
"group_rank((fnd6_lcox / cap), industry)",1.44,0.0174,1.18,0.0844,0.0992,0.009689,1436,1671,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-191.0,jkMow7e
"group_rank((fnd6_lcox / cap), subindustry)",1.53,0.0194,1.2,0.0763,0.0903,0.00785,1464,1641,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-148.0,x7EVvVg
"group_rank((fnd6_lcox / pv13_revere_index_cap), subindustry)",1.37,0.0146,0.99,0.0658,0.0956,0.009032,1392,1704,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-152.0,XZOv6L8
"group_rank((liabilities_curr / cap), subindustry)",1.0,0.0287,0.77,0.0737,0.1772,0.005139,1316,1598,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-361.0,3m2kOnQ
"group_rank((fnd6_cptmfmq_lctq / cap), subindustry)",1.01,0.0285,0.78,0.0744,0.1786,0.005214,1317,1597,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-361.0,KA2zaK1
"group_rank((fnd6_cptnewqv1300_lctq / cap), subindustry)",1.0,0.0287,0.77,0.0737,0.1772,0.005136,1316,1598,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-361.0,RxvzLq0
"group_rank((fnd6_newa1v1300_lct / cap), subindustry)",1.05,0.0215,0.85,0.0812,0.1781,0.007566,1313,1601,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-357.0,lwNG0YO
"group_rank((fnd6_newa1v1300_lco / cap), subindustry)",1.2,0.022,1.0,0.0872,0.1466,0.007925,1485,1621,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-357.0,WrxzpoP
"group_rank((mdl77_altmanz / cap), subindustry)",0.26,0.0228,0.11,0.0237,0.2083,0.002079,1326,1591,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,8W2JX5q
"group_rank((fnd6_newqv1300_lcoq / cap), subindustry)",1.27,0.0349,1.03,0.0816,0.1263,0.004673,1478,1628,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-247.0,En2LZXm
"group_rank((mdl77_2liquidityriskfactor_altmanz / cap), subindustry)",0.26,0.0228,0.11,0.0236,0.2083,0.002077,1326,1591,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,RxvKJko
"group_rank((mdl77_liquidityriskfactor_altmanz / cap), subindustry)",0.25,0.0218,0.11,0.0237,0.2212,0.00218,1326,1590,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,dJPoe9K
"ts_backfill(vec_avg(nws12_afterhsz_1l), 504)",-0.44,0.051,-0.13,-0.0117,0.0767,-0.00046,922,1733,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-31.0,PLAKmQK
"ts_backfill(vec_avg(nws12_afterhsz_02l), 504)",0.4,0.0239,0.24,0.0468,0.1956,0.003918,107,188,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-28.0,pbp3pWq
"ts_backfill(vec_avg(nws12_afterhsz_02s), 504)",-0.17,0.0243,-0.07,-0.0215,0.3671,-0.001775,86,146,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,amgG80R
"ts_backfill(vec_avg(nws12_afterhsz_2s), 504)",-0.12,0.0344,-0.02,-0.0035,0.0798,-0.000204,794,1551,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,En22oZG
"ts_backfill(vec_avg(nws12_afterhsz_1s), 504)",0.43,0.0475,0.13,0.0118,0.05,0.000496,884,1717,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,20.0,XZOOXR1
"ts_backfill(vec_avg(nws12_afterhsz_2l), 504)",0.21,0.0373,0.05,0.0061,0.0596,0.00033,836,1580,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,6622RGp
"ts_backfill(vec_avg(nws12_afterhsz_4l), 504)",0.57,0.0266,0.23,0.0208,0.0671,0.00156,672,1288,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,48.0,b0KK8Zr
"ts_backfill(vec_avg(nws12_afterhsz_3l), 504)",0.69,0.0303,0.3,0.0231,0.0494,0.001522,751,1427,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,76.0,ojkkoP2
"ts_backfill(vec_avg(nws12_afterhsz_3s), 504)",-0.07,0.0283,-0.01,-0.0022,0.0742,-0.000153,710,1398,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,Y3991PA
"ts_backfill(vec_avg(nws12_afterhsz_57l), 504)",0.37,0.0208,0.14,0.0182,0.065,0.001748,444,819,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,48.0,13228a6
"ts_backfill(vec_avg(nws12_afterhsz_57s), 504)",-0.75,0.0204,-0.41,-0.0372,0.3181,-0.003649,401,776,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-53.0,PLAbJxE
"ts_backfill(vec_avg(nws12_afterhsz_4s), 504)",-0.4,0.0251,-0.13,-0.0141,0.113,-0.001126,631,1237,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,40.0,amg8rNR
"ts_backfill(vec_avg(nws12_afterhsz_5s), 504)",-0.52,0.0228,-0.21,-0.0212,0.1505,-0.001853,553,1068,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-6.0,ranwz13
"ts_backfill(vec_avg(nws12_mainz_02l), 504)",-0.46,0.0234,-0.23,-0.0312,0.2184,-0.002668,272,367,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-49.0,ZV19jpj
"ts_backfill(vec_avg(nws12_afterhsz_5l), 504)",0.56,0.0237,0.23,0.0218,0.0766,0.001835,590,1129,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,48.0,Od2jnrg
"ts_backfill(vec_avg(nws12_mainz_02s), 504)",0.11,0.0267,0.03,0.01,0.2152,0.000745,204,233,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,132RNRK
"ts_backfill(vec_avg(nws12_mainz_1l), 504)",-0.06,0.1841,-0.01,-0.0044,0.2491,-4.8e-05,1012,2103,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,q2wpLJA
"ts_backfill(vec_avg(nws12_mainz_1s), 504)",0.13,0.1874,0.03,0.01,0.2184,0.000106,1013,2103,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,En2MQvK
"ts_backfill(vec_avg(nws12_mainz_3l), 504)",-0.18,0.0782,-0.05,-0.0114,0.2376,-0.000291,1214,1863,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,Gj7NjkZ
"ts_backfill(vec_avg(nws12_mainz_2l), 504)",0.08,0.1158,0.02,0.0055,0.2391,9.4e-05,1158,1950,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,Ja2kakl
"ts_backfill(vec_avg(nws12_mainz_2s), 504)",0.11,0.1197,0.03,0.0079,0.1934,0.000132,1154,1957,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,lwNYw37
"ts_backfill(vec_avg(nws12_mainz_4s), 504)",0.41,0.0592,0.16,0.0197,0.1307,0.000666,1218,1784,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-107.0,132A6WM
"ts_backfill(vec_avg(nws12_mainz_3s), 504)",0.09,0.0817,0.02,0.0057,0.1678,0.000138,1217,1868,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,b0K12gR
"ts_backfill(vec_avg(nws12_mainz_4l), 504)",0.07,0.0577,0.01,0.0038,0.1457,0.00013,1198,1784,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,dJPrmVE
"ts_backfill(vec_avg(nws12_mainz_57l), 504)",-0.01,0.0308,-0.0,-0.0004,0.115,-2.7e-05,978,1359,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,5K2dkX1
"ts_backfill(vec_avg(nws12_mainz_57s), 504)",0.49,0.0302,0.18,0.0163,0.0876,0.001078,958,1333,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,34.0,Od2XNd7
"ts_backfill(vec_avg(nws12_mainz_5l), 504)",-0.18,0.0452,-0.05,-0.0081,0.1575,-0.000357,1157,1673,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,0Za2jO2
"ts_backfill(vec_avg(nws12_mainz_5s), 504)",0.44,0.0463,0.16,0.0171,0.13,0.000738,1175,1677,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-107.0,amg98Zv
"ts_backfill(vec_avg(nws12_prez_02l), 504)",0.4,0.0265,0.26,0.0519,0.1845,0.003922,133,215,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-72.0,w7vkAa6
"ts_backfill(vec_avg(nws12_prez_02s), 504)",0.89,0.0271,0.87,0.1185,0.1942,0.00875,101,143,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,157.0,XZOAAl8
"ts_backfill(vec_avg(nws12_prez_1l), 504)",0.43,0.0959,0.15,0.0143,0.0604,0.000298,1104,1726,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-23.0,gN0NvMl
"ts_backfill(vec_avg(nws12_prez_2l), 504)",0.42,0.0625,0.14,0.0132,0.0889,0.000421,1039,1626,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,5.0,ranaQvJ
"ts_backfill(vec_avg(nws12_prez_1s), 504)",0.32,0.0958,0.09,0.011,0.0542,0.00023,1106,1739,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-153.0,kpYpkN8
"ts_backfill(vec_avg(nws12_prez_3l), 504)",0.53,0.0451,0.19,0.0168,0.0809,0.000746,974,1509,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,34.0,NE2EQVq
"ts_backfill(vec_avg(nws12_prez_3s), 504)",-0.0,0.0445,-0.0,-0.0001,0.0611,-6e-06,984,1524,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,v7o7kWb
"ts_backfill(vec_avg(nws12_prez_2s), 504)",-0.13,0.0629,-0.02,-0.0041,0.0743,-0.00013,1046,1643,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,v7o7ZJ3
"ts_backfill(vec_avg(nws12_prez_4s), 504)",0.48,0.0344,0.17,0.0162,0.0537,0.000941,911,1396,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,76.0,Lo2oowe
"ts_backfill(vec_avg(nws12_prez_57l), 504)",0.44,0.0233,0.18,0.0215,0.1209,0.001845,581,900,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,91.0,13238bW
"ts_backfill(vec_avg(nws12_prez_57s), 504)",-0.05,0.0218,-0.01,-0.0023,0.1007,-0.000214,587,882,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,pbpbLYX
"quantile(ts_rank(anl4_ptp_median, 250))",0.62,0.0559,0.34,0.0376,0.0925,0.001344,1491,1497,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-60.0,VQRrqv0
"ts_backfill(vec_avg(nws12_prez_5l), 504)",0.44,0.0284,0.16,0.0157,0.0538,0.001103,815,1243,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,48.0,RxvOZxo
"ts_backfill(vec_avg(nws12_prez_5s), 504)",0.2,0.0283,0.05,0.007,0.0755,0.000493,823,1226,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,v7oEJdw
"quantile(ts_rank(anl4_ptp_mean, 250))",0.55,0.0574,0.29,0.0339,0.0948,0.00118,1493,1494,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-103.0,amg07n9
"quantile(ts_rank(anl4_ptp_value, 250))",0.5,0.0605,0.24,0.0277,0.1232,0.000915,1387,1389,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-103.0,b0KmRGK
"quantile(ts_rank(anl4_ptp_number, 250))",-0.04,0.0412,-0.0,-0.0011,0.0542,-5.1e-05,1489,1499,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,AX2p0nX
"quantile(ts_rank(anl4_ptpr_number, 250))",0.44,0.0296,0.14,0.0126,0.0384,0.000851,1010,871,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,48.0,b0KmKXN
"quantile(ts_rank(anl4_ptpr_mean, 250))",0.07,0.0428,0.01,0.0035,0.1204,0.000163,914,978,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,amg0G9W
"quantile(ts_rank(est_ptp, 250))",0.55,0.0574,0.29,0.0339,0.0948,0.00118,1493,1494,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-103.0,z7LxnnX
"quantile(ts_rank(anl4_ptpr_median, 250))",0.07,0.0425,0.01,0.0033,0.1213,0.000154,915,977,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,pbpLAeX
"quantile(ts_rank(anl4_dts_ptp, 250))",0.46,0.0886,0.15,0.0137,0.0555,0.000308,796,794,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-9.0,Mv2roek
"quantile(ts_rank(est_ptpr, 250))",0.07,0.0428,0.01,0.0035,0.1204,0.000163,914,978,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,dJPGmGv
"(ts_backfill(fnd6_drc, 252) / fnd6_cptnewqv1300_atq)",1.43,0.0142,1.24,0.0936,0.0661,0.013164,618,1783,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,153.0,WrR1Vwd
"(ts_backfill(fnd6_drc, 252) / anl4_totassets_value)",1.15,0.0208,0.96,0.0867,0.0884,0.008322,375,941,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,192.0,953Z8Oo
"(ts_backfill(fnd6_drc, 252) / fnd6_intan)",0.46,0.0169,0.36,0.078,0.4515,0.009224,274,1711,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,277.0,PLbNJnq
"(ts_backfill(fnd6_drc, 252) / fnd6_mfma1_at)",1.12,0.0111,0.88,0.077,0.0836,0.013854,624,1799,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,249.0,nGl9xg8
"(ts_backfill(fnd6_drc, 252) / fnd6_newqv1300_intanq)",0.98,0.0239,1.12,0.1632,0.297,0.013645,266,1657,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,298.0,3mOw5xe
"(ts_backfill(fnd6_txdbca, 252) / assets)",-0.3,0.0236,-0.22,-0.0649,0.5835,-0.005506,868,1048,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,,q2p8apO
"(ts_backfill(fnd6_newqv1300_drcq, 252) / assets)",1.28,0.0147,1.07,0.0868,0.0597,0.011783,633,1810,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,149.0,953YnZ2
"(ts_backfill(fnd6_txndba, 252) / assets)",0.89,0.0162,0.61,0.0579,0.0951,0.007157,927,1849,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-280.0,jkJEbQj
"-ts_quantile(fn_debt_instrument_carrying_amount_a, 126)",0.08,0.0477,0.01,0.0038,0.0844,0.00016,1058,1091,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,,dJ6Xd9v
"(ts_backfill(fnd6_txndb, 252) / assets)",0.12,0.0137,0.02,0.005,0.1065,0.000736,1359,1571,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,mnN3Vg9
"-ts_quantile(fn_debt_instrument_face_amount_a, 126)",-0.36,0.0462,-0.14,-0.0184,0.1597,-0.000795,748,813,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,-31.0,Jakw9kA
"-ts_quantile(fn_debt_instrument_carrying_amount_q, 126)",0.01,0.0426,0.0,0.0004,0.1162,2e-05,951,1159,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,,JakEMXl
"-ts_quantile(fn_debt_instrument_face_amount_q, 126)",0.55,0.0436,0.28,0.0326,0.1003,0.001497,782,808,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,38.0,rawgm5a
"-ts_quantile(fn_debt_instrument_interest_rate_stated_percentage_q, 126)",-0.67,0.0418,-0.31,-0.027,0.1952,-0.001289,823,887,FAIL,PASS,TOP3000,1,5,INDUSTRY,0.05,-63.0,x7o8MQb
"-ts_quantile(fn_debt_instrument_interest_rate_stated_percentage_a, 126)",-0.44,0.0463,-0.2,-0.0251,0.17,-0.001082,816,927,FAIL,PASS,TOP3000,1,5,INDUSTRY,0.05,-77.0,v7bM5AA
"-ts_quantile(fn_debt_issuance_costs_a, 126)",0.16,0.0511,0.04,0.0081,0.1211,0.000319,715,875,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,13RbXrM
"-ts_quantile(fn_debt_issuance_costs_q, 126)",0.18,0.0491,0.04,0.0061,0.0924,0.000249,716,759,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,ojX5WMk
"-ts_quantile(fnd6_dclo, 126)",0.48,0.0645,0.21,0.0245,0.161,0.000759,1083,1351,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-37.0,66QvXGO
"-ts_quantile(fnd6_dcvsub, 126)",0.29,0.0505,0.2,0.0602,0.2737,0.002384,662,751,FAIL,PASS,TOP3000,1,5,INDUSTRY,0.05,,QRALjAM
"-ts_quantile(fnd6_dcvt, 126)",0.09,0.0562,0.02,0.0091,0.1796,0.000324,1488,900,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,QRALjpM
"-ts_quantile(fnd6_dcvsr, 126)",-0.13,0.0557,-0.04,-0.013,0.262,-0.000468,1476,824,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,q2pozGE
"-ts_quantile(fnd6_dm, 126)",-0.31,0.0639,-0.1,-0.0126,0.2188,-0.000394,1087,1310,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-45.0,q2poNAA
"-ts_quantile(fnd6_dd, 126)",-0.3,0.0562,-0.12,-0.0213,0.2417,-0.000757,959,1370,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,66QvpjJ
"-ts_quantile(fnd6_dn, 126)",0.19,0.0635,0.05,0.0079,0.0709,0.00025,1405,1124,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,0ZL0wZG
"-ts_quantile(fnd6_ds, 126)",0.53,0.0572,0.37,0.0596,0.1476,0.002082,841,1054,FAIL,PASS,TOP3000,1,5,INDUSTRY,0.05,113.0,AX5ME3R
"-ts_quantile(mdl77_2gdna_netdebt, 126)",0.14,0.1144,0.03,0.0066,0.0895,0.000115,590,595,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,am8q9n5
"-ts_quantile(fnd6_dudd, 126)",0.63,0.0613,0.31,0.0312,0.0792,0.001017,1301,1266,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,152.0,mnN9PJX
"-ts_quantile(mdl77_2mqf_netdebt, 126)",0.49,0.1103,0.24,0.0288,0.0733,0.000522,1521,1511,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-287.0,QRAXmlK
(fnd6_newa2v1300_txt / assets),-0.15,0.0176,-0.05,-0.0133,0.3525,-0.001519,1273,1666,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,WrRKgAG
(fnd6_newa1v1300_ebit / assets),0.04,0.0207,0.01,0.006,0.7156,0.000582,1488,1457,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,EnMok91
(fnd6_newa2v1300_txp / assets),-0.75,0.018,-0.48,-0.0512,0.3638,-0.005689,689,1929,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-94.0,mnNeX8K
(fnd6_newqv1300_txtq / assets),0.11,0.0361,0.03,0.01,0.3942,0.000557,1331,1694,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,QRAmz3p
(fnd6_newqv1300_txpq / assets),-0.76,0.0315,-0.51,-0.0569,0.3981,-0.003621,606,1816,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-195.0,NEGk3ap
(fnd6_newqv1300_txwq / assets),0.05,0.0276,0.01,0.0079,0.4362,0.000573,66,466,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,,XZxXdex
(fnd6_txfed / assets),0.05,0.0236,0.01,0.0044,0.3599,0.000369,684,1424,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,ojXw8jk
(fnd6_txc / assets),0.13,0.0236,0.04,0.0134,0.3885,0.001132,717,1391,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,LowbWPe
(fnd6_txfo / assets),0.23,0.0228,0.09,0.0209,0.291,0.001833,613,1562,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,13RVVWQ
(fnd6_txpd / assets),0.12,0.0208,0.04,0.0109,0.3284,0.001051,903,1564,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,kpMkXGO
(fnd6_txo / assets),0.02,0.0355,0.0,0.0041,0.319,0.000228,753,1270,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,,7PrqKML
(fnd6_txs / assets),0.22,0.0234,0.09,0.0205,0.2934,0.001748,662,1432,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,b0g2RdK
